AdcCurrent,PwmVoltage
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-9,12
4,12
28,12
45,12
69,12
84,12
103,12
114,12
133,12
141,12
159,12
168,12
175,12
193,12
199,12
211,12
219,12
235,12
235,12
252,12
256,12
258,12
273,12
279,12
288,12
289,12
306,12
303,12
316,12
321,12
319,12
333,12
337,12
342,12
343,12
355,12
351,12
364,12
363,12
364,12
376,12
376,12
382,12
381,12
390,12
393,12
397,12
400,12
397,12
408,12
412,12
414,12
412,12
426,12
420,12
429,12
429,12
427,12
439,12
435,12
441,12
436,12
445,12
439,12
448,12
447,12
447,12
451,12
450,12
456,12
451,12
460,12
454,12
465,12
463,12
459,12
466,12
465,12
469,12
463,12
471,12
463,12
471,12
471,12
468,12
475,12
472,12
475,12
472,12
481,12
474,12
483,12
480,12
475,12
484,12
484,12
484,12
484,12
489,12
484,12
490,12
492,12
483,12
490,12
490,12
492,12
489,12
495,12
486,12
495,12
493,12
489,12
495,12
495,12
495,12
492,12
498,12
489,12
499,12
495,12
489,12
498,12
496,12
499,12
490,12
499,12
490,12
499,12
495,12
490,12
499,12
466,12
496,12
492,12
499,12
495,12
501,12
495,12
492,12
502,12
499,12
501,12
499,12
504,12
498,12
507,12
501,12
496,12
505,12
501,12
505,12
502,12
505,12
501,12
505,12
505,12
498,12
507,12
502,12
505,12
501,12
507,12
496,12
507,12
501,12
498,12
505,12
502,12
505,12
496,12
505,12
499,12
504,12
501,12
498,12
501,12
499,12
502,12
496,12
505,12
498,12
504,12
501,12
499,12
507,12
504,12
507,12
504,12
508,12
501,12
510,12
508,12
501,12
507,12
501,12
508,12
502,12
511,12
501,12
507,12
507,12
501,12
508,12
504,12
505,12
501,12
507,12
499,12
504,12
501,12
499,12
504,12
501,12
504,12
496,12
502,12
499,12
501,12
501,12
496,12
501,12
498,12
504,12
498,12
504,12
499,12
505,12
504,12
498,12
504,12
501,12
504,12
499,12
505,12
499,12
507,12
504,12
499,12
502,12
502,12
505,12
501,12
507,12
498,12
505,12
502,12
501,12
507,12
502,12
505,12
501,12
507,12
498,12
504,12
499,12
495,12
502,12
499,12
501,12
495,12
501,12
495,12
502,12
499,12
493,12
504,12
499,12
502,12
501,12
507,12
501,12
504,12
504,12
499,12
508,12
505,12
505,12
501,12
508,12
501,12
507,12
507,12
501,12
510,12
507,12
507,12
501,12
508,12
502,12
507,12
504,12
502,12
508,12
504,12
504,12
501,12
508,12
501,12
504,12
502,12
496,12
502,12
501,12
501,12
496,12
505,12
498,12
504,12
501,12
501,12
504,12
501,12
505,12
499,12
508,12
501,12
508,12
507,12
499,12
508,12
507,12
508,12
504,12
507,12
502,12
507,12
507,12
501,12
507,12
505,12
507,12
501,12
510,12
501,12
507,12
505,12
504,12
508,12
504,12
507,12
501,12
508,12
499,12
507,12
501,12
498,12
505,12
502,12
504,12
499,12
507,12
501,12
508,12
507,12
501,12
508,12
507,12
510,12
507,12
508,12
504,12
513,12
508,12
505,12
514,12
508,12
514,12
507,12
516,12
508,12
516,12
511,12
507,12
516,12
510,12
514,12
508,12
517,12
507,12
514,12
513,12
507,12
514,12
508,12
511,12
507,12
514,12
504,12
511,12
507,12
501,12
511,12
507,12
507,12
504,12
514,12
502,12
508,12
511,12
502,12
513,12
511,12
514,12
508,12
516,12
510,12
514,12
514,12
508,12
517,12
514,12
514,12
511,12
519,12
508,12
516,12
514,12
510,12
514,12
514,12
514,12
511,12
516,12
510,12
516,12
511,12
507,12
516,12
511,12
514,12
508,12
516,12
507,12
513,12
511,12
507,12
511,12
511,12
511,12
508,12
514,12
508,12
516,12
514,12
508,12
517,12
514,12
519,12
514,12
520,12
513,12
520,12
517,12
514,12
519,12
516,12
519,12
514,12
522,12
514,12
522,12
519,12
514,12
520,12
517,12
520,12
516,12
523,12
511,12
519,12
514,12
508,12
519,12
514,12
519,12
510,12
519,12
511,12
517,12
513,12
510,12
519,12
514,12
514,12
511,12
519,12
514,12
519,12
517,12
513,12
523,12
516,12
519,12
514,12
520,12
514,12
520,12
517,12
514,12
519,12
